,Perfil,ID_Func,Idade,Atrito,Departamento,Grau Instrução,Especialidade,Satisfação Ambiente,Gênero,Envolvimento,Cargo,Satisfação Trabalho,Estado Civil,Renda,Relacionamento,Balanço Vida-Profissão,Análise Ambiente,Análise Envolvimento,Análise Trabalho,Análise Relacionamento,Análise Balanço Vida-Profissão
1304,Perfil 3,1304,40,Não,P & D,Pos_Graduado,Biologia,Média,Feminino,Alto,Repres_Saúde,Baixa,Divorciado,4448,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1305,Perfil 1,1305,54,Não,P & D,Mestrado,Médico,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Muito Alta,Casado,6854,Médio,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1306,Perfil 3,1306,31,Não,Vendas,Mestrado,Marketing,Baixa,Feminino,Alto,Executivo_Vendas,Baixa,Casado,9637,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1307,Perfil 6,1307,28,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Pesquisa_Cientifica,Baixa,Casado,3591,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1308,Perfil 5,1308,38,Não,Vendas,Mestrado,Marketing,Média,Feminino,Baixo,Repres_Vendas,Muito Alta,Casado,5405,Baixo,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1309,Perfil 4,1309,26,Não,Vendas,Pos_Graduado,Médico,Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,4684,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1310,Perfil 3,1310,58,Não,P & D,Mestrado,Biologia,Baixa,Masculino,Alto,Diretor_Pesquisa,Alta,Casado,15787,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1311,Perfil 1,1311,18,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Alto,Pesquisa_Cientifica,Alta,Solteiro,1514,Alto,Baixa,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1312,Perfil 6,1312,31,Sim,RH,Doutorado,Recursos_Humanos,Muito Alta,Masculino,Muito Alto,Human Resources,Baixa,Casado,2956,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1313,Perfil 3,1313,29,Sim,RH,Pos_Graduado,Recursos_Humanos,Baixa,Masculino,Médio,Human Resources,Baixa,Divorciado,2335,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1314,Perfil 4,1314,45,Não,Vendas,Mestrado,Biologia,Alta,Feminino,Alto,Executivo_Vendas,Alta,Casado,5154,Médio,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1315,Perfil 6,1315,36,Não,P & D,Mestrado,Outros,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Média,Casado,6962,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1316,Perfil 3,1316,43,Não,Vendas,Mestrado,Biologia,Baixa,Masculino,Alto,Executivo_Vendas,Muito Alta,Casado,5675,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1317,Perfil 1,1317,27,Não,P & D,Faculdade,Biologia,Muito Alta,Feminino,Alto,Tecnico_Lab,Muito Alta,Solteiro,2379,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1318,Perfil 2,1318,29,Não,P & D,Ensino_Mèdio,Médico,Muito Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,3812,Médio,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1319,Perfil 2,1319,32,Não,Vendas,Mestrado,Marketing,Muito Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,4648,Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1320,Perfil 1,1320,42,Não,P & D,Mestrado,Tech,Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Casado,2936,Médio,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1321,Perfil 3,1321,47,Não,P & D,Mestrado,Biologia,Média,Feminino,Alto,Tecnico_Lab,Alta,Solteiro,2105,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1322,Perfil 1,1322,46,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Diretor_Manufatura,Muito Alta,Divorciado,8578,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1323,Perfil 2,1323,28,Não,RH,Faculdade,Biologia,Alta,Masculino,Alto,Human Resources,Muito Alta,Divorciado,2706,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1324,Perfil 5,1324,29,Não,P & D,Ensino_Mèdio,Biologia,Muito Alta,Masculino,Baixo,Repres_Saúde,Alta,Divorciado,6384,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1325,Perfil 2,1325,42,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Tecnico_Lab,Alta,Solteiro,3968,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1326,Perfil 1,1326,32,Sim,Vendas,Mestrado,Marketing,Alta,Masculino,Médio,Executivo_Vendas,Média,Solteiro,9907,Alto,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1327,Perfil 3,1327,46,Não,Vendas,Pos_Graduado,Tech,Baixa,Feminino,Muito Alto,Executivo_Vendas,Baixa,Divorciado,13225,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1328,Perfil 5,1328,27,Não,Vendas,Ensino_Mèdio,Médico,Média,Feminino,Médio,Repres_Vendas,Alta,Casado,3540,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1329,Perfil 6,1329,29,Não,RH,Ensino_Mèdio,Médico,Muito Alta,Masculino,Médio,Human Resources,Média,Casado,2804,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1330,Perfil 5,1330,43,Não,P & D,Pos_Graduado,Médico,Baixa,Feminino,Médio,Gerente,Alta,Casado,19392,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1331,Perfil 6,1331,48,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Médio,Diretor_Pesquisa,Média,Casado,19665,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1332,Perfil 1,1332,29,Sim,P & D,Faculdade,Biologia,Muito Alta,Masculino,Médio,Pesquisa_Cientifica,Muito Alta,Solteiro,2439,Médio,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1333,Perfil 6,1333,46,Sim,Vendas,Pos_Graduado,Biologia,Alta,Feminino,Alto,Executivo_Vendas,Média,Casado,7314,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1334,Perfil 6,1334,27,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Feminino,Médio,Pesquisa_Cientifica,Baixa,Casado,4774,Muito Alto,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1335,Perfil 2,1335,39,Não,P & D,Mestrado,Outros,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Divorciado,3902,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1336,Perfil 5,1336,55,Não,P & D,Mestrado,Tech,Média,Masculino,Médio,Pesquisa_Cientifica,Muito Alta,Casado,2662,Médio,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1337,Perfil 3,1337,28,Não,Vendas,Pos_Graduado,Médico,Média,Feminino,Alto,Repres_Vendas,Média,Casado,2856,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1338,Perfil 1,1338,30,Sim,Vendas,Pos_Graduado,Médico,Média,Masculino,Alto,Repres_Vendas,Muito Alta,Solteiro,1081,Alto,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1339,Perfil 4,1339,22,Sim,P & D,Ensino_Mèdio,Biologia,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Média,Solteiro,2472,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1340,Perfil 4,1340,36,Não,Vendas,Mestrado,Tech,Média,Feminino,Médio,Executivo_Vendas,Alta,Casado,5673,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1341,Perfil 4,1341,31,Não,P & D,Pos_Graduado,Biologia,Média,Masculino,Alto,Tecnico_Lab,Alta,Divorciado,4197,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1342,Perfil 2,1342,34,Não,Vendas,Pos_Graduado,Biologia,Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Casado,9713,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1343,Perfil 6,1343,29,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Tecnico_Lab,Baixa,Solteiro,2062,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1344,Perfil 6,1344,37,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Casado,4284,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1345,Perfil 6,1345,35,Não,P & D,Faculdade,Outros,Muito Alta,Feminino,Médio,Diretor_Manufatura,Média,Casado,4788,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1346,Perfil 5,1346,45,Não,P & D,Faculdade,Biologia,Média,Feminino,Médio,Diretor_Manufatura,Muito Alta,Casado,5906,Muito Alto,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1347,Perfil 5,1347,36,Não,RH,Ensino_Mèdio,Recursos_Humanos,Média,Masculino,Médio,Human Resources,Muito Alta,Solteiro,3886,Muito Alto,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1348,Perfil 3,1348,40,Não,P & D,Mestrado,Biologia,Baixa,Masculino,Alto,Gerente,Baixa,Divorciado,16823,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1349,Perfil 5,1349,26,Não,P & D,Faculdade,Biologia,Média,Feminino,Médio,Pesquisa_Cientifica,Alta,Casado,2933,Alto,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1350,Perfil 3,1350,27,Não,Vendas,Faculdade,Médico,Baixa,Feminino,Muito Alto,Executivo_Vendas,Alta,Solteiro,6500,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1351,Perfil 2,1351,48,Não,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Alto,Gerente,Muito Alta,Divorciado,17174,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1352,Perfil 6,1352,44,Não,P & D,Mestrado,Biologia,Média,Masculino,Muito Alto,Repres_Saúde,Baixa,Casado,5033,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1353,Perfil 6,1353,34,Sim,P & D,Mestrado,Tech,Muito Alta,Masculino,Baixo,Pesquisa_Cientifica,Baixa,Casado,2307,Médio,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1354,Perfil 3,1354,56,Sim,P & D,Faculdade,Biologia,Baixa,Masculino,Alto,Tecnico_Lab,Muito Alta,Solteiro,2587,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1355,Perfil 1,1355,36,Não,Vendas,Faculdade,Marketing,Alta,Masculino,Médio,Executivo_Vendas,Média,Casado,5507,Alto,Baixa,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1356,Perfil 6,1356,41,Não,Vendas,Pos_Graduado,Marketing,Alta,Feminino,Alto,Executivo_Vendas,Média,Casado,4393,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1357,Perfil 6,1357,42,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Alto,Diretor_Pesquisa,Baixa,Casado,13348,Médio,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1358,Perfil 2,1358,31,Não,Vendas,Faculdade,Médico,Alta,Feminino,Alto,Executivo_Vendas,Muito Alta,Divorciado,6583,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1359,Perfil 1,1359,34,Não,Vendas,Ensino_Mèdio,Médico,Muito Alta,Feminino,Médio,Executivo_Vendas,Muito Alta,Casado,8103,Alto,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1360,Perfil 3,1360,31,Não,P & D,Pos_Graduado,Médico,Baixa,Feminino,Muito Alto,Tecnico_Lab,Alta,Divorciado,3978,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1361,Perfil 4,1361,26,Não,P & D,Pos_Graduado,Outros,Alta,Masculino,Muito Alto,Tecnico_Lab,Muito Alta,Casado,2544,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1362,Perfil 3,1362,45,Não,P & D,Mestrado,Médico,Média,Masculino,Alto,Repres_Saúde,Alta,Solteiro,5399,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1363,Perfil 1,1363,33,Não,Vendas,Mestrado,Marketing,Média,Masculino,Alto,Executivo_Vendas,Alta,Solteiro,5487,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1364,Perfil 5,1364,28,Não,Vendas,Faculdade,Biologia,Alta,Masculino,Médio,Executivo_Vendas,Muito Alta,Casado,6834,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1365,Perfil 6,1365,29,Sim,Vendas,Pos_Graduado,Tech,Alta,Masculino,Muito Alto,Repres_Vendas,Baixa,Solteiro,1091,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1366,Perfil 5,1366,39,Não,Vendas,Mestrado,Biologia,Baixa,Feminino,Baixo,Executivo_Vendas,Alta,Casado,5736,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1367,Perfil 1,1367,27,Não,P & D,Mestrado,Tech,Média,Masculino,Alto,Pesquisa_Cientifica,Média,Casado,2226,Alto,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1368,Perfil 5,1368,34,Não,P & D,Mestrado,Outros,Alta,Masculino,Médio,Pesquisa_Cientifica,Muito Alta,Casado,5747,Médio,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1369,Perfil 2,1369,28,Sim,Vendas,Faculdade,Marketing,Muito Alta,Feminino,Alto,Executivo_Vendas,Alta,Solteiro,9854,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1370,Perfil 6,1370,47,Não,P & D,Mestrado,Tech,Alta,Masculino,Alto,Pesquisa_Cientifica,Média,Casado,5467,Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1371,Perfil 6,1371,56,Não,Vendas,Doutorado,Marketing,Muito Alta,Feminino,Médio,Executivo_Vendas,Baixa,Casado,5380,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1372,Perfil 3,1372,39,Não,P & D,Faculdade,Médico,Baixa,Masculino,Alto,Diretor_Manufatura,Baixa,Casado,5151,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1373,Perfil 6,1373,38,Não,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Médio,Pesquisa_Cientifica,Média,Divorciado,2133,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1374,Perfil 1,1374,58,Não,Vendas,Pos_Graduado,Biologia,Muito Alta,Feminino,Alto,Gerente,Muito Alta,Casado,17875,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1375,Perfil 3,1375,32,Sim,P & D,Faculdade,Biologia,Baixa,Feminino,Muito Alto,Pesquisa_Cientifica,Alta,Solteiro,2432,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1376,Perfil 2,1376,38,Não,P & D,Faculdade,Biologia,Média,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Divorciado,4771,Muito Alto,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1377,Perfil 2,1377,49,Não,P & D,Ensino_Mèdio,Biologia,Média,Masculino,Alto,Diretor_Pesquisa,Muito Alta,Casado,19161,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1378,Perfil 2,1378,42,Não,Vendas,Mestrado,Marketing,Média,Masculino,Alto,Executivo_Vendas,Muito Alta,Divorciado,5087,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1379,Perfil 3,1379,27,Sim,RH,Pos_Graduado,Recursos_Humanos,Baixa,Feminino,Médio,Human Resources,Média,Casado,2863,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1380,Perfil 1,1380,35,Não,Vendas,Mestrado,Médico,Média,Masculino,Alto,Executivo_Vendas,Baixa,Casado,5561,Muito Alto,Baixa,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1381,Perfil 1,1381,28,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Solteiro,2144,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1382,Perfil 6,1382,31,Não,P & D,Faculdade,Médico,Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Divorciado,3065,Muito Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
1383,Perfil 3,1383,36,Não,P & D,Mestrado,Biologia,Baixa,Masculino,Muito Alto,Tecnico_Lab,Média,Casado,2810,Médio,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1384,Perfil 3,1384,34,Não,Vendas,Pos_Graduado,Marketing,Baixa,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,9888,Baixo,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1385,Perfil 1,1385,34,Não,Vendas,Mestrado,Médico,Muito Alta,Masculino,Alto,Executivo_Vendas,Alta,Divorciado,8628,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1386,Perfil 6,1386,26,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Alto,Tecnico_Lab,Baixa,Solteiro,2867,Muito Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1387,Perfil 3,1387,29,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Repres_Saúde,Baixa,Casado,5373,Baixo,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
1388,Perfil 2,1388,32,Não,P & D,Mestrado,Médico,Alta,Feminino,Alto,Repres_Saúde,Muito Alta,Divorciado,6667,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
1389,Perfil 6,1389,31,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Baixo,Pesquisa_Cientifica,Baixa,Casado,5003,Médio,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
