,ID_Func,Perfil,Idade,Atrito,Departamento,Grau Instrução,Especialidade,Satisfação Ambiente,Gênero,Envolvimento,Cargo,Satisfação Trabalho,Estado Civil,Renda,Relacionamento,Balanço Vida-Profissão,Análise para RH
1127,1127,Perfil 3,23,Não,P & D,Pos_Graduado,Tech,Muito Alta,Masculino,Muito Alto,Pesquisa_Cientifica,Alta,Casado,2073,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1128,1128,Perfil 1,36,Não,P & D,Mestrado,Biologia,Baixa,Masculino,Muito Alto,Tecnico_Lab,Baixa,Casado,5562,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1129,1129,Perfil 3,42,Não,P & D,Faculdade,Outros,Muito Alta,Masculino,Médio,Gerente,Muito Alta,Solteiro,19613,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1130,1130,Perfil 3,35,Não,P & D,Pos_Graduado,Biologia,Média,Masculino,Muito Alto,Tecnico_Lab,Alta,Casado,3407,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
1131,1131,Perfil 2,34,Não,P & D,Mestrado,Tech,Muito Alta,Masculino,Médio,Repres_Saúde,Alta,Casado,5063,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1132,1132,Perfil 1,40,Não,Vendas,Faculdade,Biologia,Muito Alta,Feminino,Alto,Executivo_Vendas,Baixa,Casado,4639,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1133,1133,Perfil 3,43,Não,P & D,Pos_Graduado,Tech,Muito Alta,Masculino,Muito Alto,Tecnico_Lab,Média,Divorciado,4876,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1134,1134,Perfil 3,35,Não,P & D,Faculdade,Biologia,Alta,Masculino,Médio,Tecnico_Lab,Muito Alta,Casado,2690,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
1135,1135,Perfil 1,46,Não,Vendas,Mestrado,Biologia,Muito Alta,Masculino,Muito Alto,Gerente,Baixa,Solteiro,17567,Médio,Baixa,Colaboradores com baixa satisfação com o trabalho
1136,1136,Perfil 1,28,Sim,P & D,Pos_Graduado,Médico,Alta,Masculino,Alto,Tecnico_Lab,Média,Casado,2408,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1137,1137,Perfil 2,22,Não,P & D,Faculdade,Outros,Média,Feminino,Médio,Pesquisa_Cientifica,Alta,Casado,2814,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1138,1138,Perfil 3,50,Não,P & D,Doutorado,Médico,Média,Masculino,Alto,Repres_Saúde,Alta,Casado,11245,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1139,1139,Perfil 3,32,Não,P & D,Mestrado,Outros,Média,Feminino,Muito Alto,Pesquisa_Cientifica,Muito Alta,Casado,3312,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1140,1140,Perfil 3,44,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Alto,Diretor_Pesquisa,Muito Alta,Divorciado,19049,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
1141,1141,Perfil 2,30,Não,P & D,Pos_Graduado,Médico,Média,Masculino,Médio,Pesquisa_Cientifica,Média,Casado,2141,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1142,1142,Perfil 2,45,Não,P & D,Doutorado,Médico,Alta,Feminino,Baixo,Tecnico_Lab,Baixa,Solteiro,5769,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1143,1143,Perfil 2,45,Não,Vendas,Pos_Graduado,Marketing,Baixa,Masculino,Médio,Executivo_Vendas,Baixa,Casado,4385,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1144,1144,Perfil 1,31,Não,Vendas,Mestrado,Outros,Muito Alta,Masculino,Alto,Executivo_Vendas,Baixa,Solteiro,5332,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1145,1145,Perfil 3,36,Não,P & D,Mestrado,Biologia,Alta,Feminino,Alto,Diretor_Manufatura,Alta,Casado,4663,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
1146,1146,Perfil 3,34,Não,P & D,Mestrado,Biologia,Alta,Masculino,Muito Alto,Diretor_Manufatura,Muito Alta,Divorciado,4724,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
1147,1147,Perfil 1,49,Não,P & D,Mestrado,Biologia,Alta,Feminino,Alto,Tecnico_Lab,Baixa,Casado,3211,Muito Alto,Média,Colaboradores com baixa satisfação com o trabalho
1148,1148,Perfil 1,39,Não,P & D,Doutorado,Médico,Média,Masculino,Alto,Diretor_Manufatura,Baixa,Casado,5377,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1149,1149,Perfil 1,27,Não,P & D,Pos_Graduado,Outros,Muito Alta,Masculino,Médio,Tecnico_Lab,Baixa,Divorciado,4066,Baixo,Alta,Colaboradores com baixa satisfação com o trabalho
1150,1150,Perfil 1,35,Não,P & D,Doutorado,Biologia,Média,Masculino,Muito Alto,Pesquisa_Cientifica,Baixa,Casado,5208,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1151,1151,Perfil 2,28,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Baixo,Diretor_Manufatura,Baixa,Divorciado,4877,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1152,1152,Perfil 3,21,Não,P & D,Ensino_Mèdio,Médico,Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,3117,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1153,1153,Perfil 3,18,Sim,Vendas,Faculdade,Médico,Média,Feminino,Alto,Repres_Vendas,Muito Alta,Solteiro,1569,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1154,1154,Perfil 3,47,Não,RH,Mestrado,Biologia,Muito Alta,Feminino,Alto,Gerente,Alta,Casado,19658,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1155,1155,Perfil 3,39,Não,P & D,Faculdade,Médico,Alta,Masculino,Médio,Tecnico_Lab,Alta,Divorciado,3069,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1156,1156,Perfil 2,40,Não,P & D,Pos_Graduado,Biologia,Baixa,Feminino,Médio,Diretor_Manufatura,Alta,Casado,10435,Muito Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1157,1157,Perfil 3,35,Não,P & D,Mestrado,Biologia,Alta,Feminino,Alto,Repres_Saúde,Alta,Casado,4148,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1158,1158,Perfil 2,37,Não,P & D,Pos_Graduado,Biologia,Alta,Masculino,Alto,Diretor_Manufatura,Alta,Casado,5768,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1159,1159,Perfil 2,39,Não,P & D,Pos_Graduado,Médico,Baixa,Feminino,Alto,Diretor_Manufatura,Alta,Solteiro,5042,Muito Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1160,1160,Perfil 3,45,Não,P & D,Faculdade,Outros,Muito Alta,Feminino,Médio,Diretor_Manufatura,Muito Alta,Divorciado,5770,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
1161,1161,Perfil 3,38,Não,P & D,Faculdade,Médico,Muito Alta,Feminino,Médio,Diretor_Manufatura,Alta,Casado,7756,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1162,1162,Perfil 1,35,Sim,Vendas,Pos_Graduado,Médico,Muito Alta,Masculino,Médio,Executivo_Vendas,Baixa,Casado,10306,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1163,1163,Perfil 2,37,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Alto,Pesquisa_Cientifica,Média,Casado,3936,Baixo,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1164,1164,Perfil 3,40,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Alto,Diretor_Manufatura,Muito Alta,Solteiro,7945,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
1165,1165,Perfil 3,44,Não,RH,Doutorado,Recursos_Humanos,Baixa,Masculino,Alto,Human Resources,Muito Alta,Casado,5743,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1166,1166,Perfil 3,48,Não,P & D,Doutorado,Médico,Alta,Masculino,Médio,Gerente,Muito Alta,Casado,15202,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
1167,1167,Perfil 2,35,Sim,Vendas,Faculdade,Médico,Baixa,Masculino,Baixo,Executivo_Vendas,Muito Alta,Divorciado,5440,Muito Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1168,1168,Perfil 3,24,Não,P & D,Ensino_Mèdio,Tech,Baixa,Feminino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,3760,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1169,1169,Perfil 2,27,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Muito Alto,Pesquisa_Cientifica,Alta,Casado,3517,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1170,1170,Perfil 3,27,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,2580,Alto,Média,Colaboradores muito bem comprometidos com a empresa
1171,1171,Perfil 2,40,Sim,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Tecnico_Lab,Baixa,Solteiro,2166,Médio,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1172,1172,Perfil 3,29,Não,Vendas,Pos_Graduado,Médico,Alta,Masculino,Médio,Executivo_Vendas,Alta,Solteiro,5869,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1173,1173,Perfil 1,36,Não,P & D,Mestrado,Biologia,Média,Feminino,Alto,Repres_Saúde,Baixa,Casado,8008,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1174,1174,Perfil 3,25,Não,P & D,Ensino_Mèdio,Biologia,Muito Alta,Masculino,Muito Alto,Diretor_Manufatura,Alta,Divorciado,5206,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1175,1175,Perfil 1,39,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Diretor_Manufatura,Média,Casado,5295,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1176,1176,Perfil 2,49,Não,P & D,Mestrado,Outros,Baixa,Feminino,Alto,Diretor_Pesquisa,Média,Casado,16413,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1177,1177,Perfil 1,50,Não,P & D,Doutorado,Biologia,Muito Alta,Feminino,Médio,Diretor_Pesquisa,Baixa,Divorciado,13269,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1178,1178,Perfil 2,20,Não,Vendas,Pos_Graduado,Médico,Alta,Feminino,Alto,Repres_Vendas,Alta,Solteiro,2783,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1179,1179,Perfil 1,34,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Média,Divorciado,5433,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1180,1180,Perfil 2,36,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Tecnico_Lab,Média,Solteiro,2013,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1181,1181,Perfil 2,49,Não,P & D,Ensino_Mèdio,Biologia,Alta,Feminino,Médio,Repres_Saúde,Alta,Casado,13966,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1182,1182,Perfil 3,36,Não,P & D,Mestrado,Médico,Muito Alta,Feminino,Médio,Diretor_Manufatura,Alta,Casado,4374,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1183,1183,Perfil 1,36,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Muito Alto,Repres_Saúde,Baixa,Divorciado,6842,Baixo,Alta,Colaboradores com baixa satisfação com o trabalho
1184,1184,Perfil 3,54,Não,P & D,Doutorado,Médico,Média,Feminino,Alto,Gerente,Alta,Casado,17426,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1185,1185,Perfil 2,43,Não,P & D,Faculdade,Biologia,Alta,Masculino,Médio,Diretor_Pesquisa,Alta,Casado,17603,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1186,1186,Perfil 3,35,Sim,Vendas,Mestrado,Outros,Muito Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,4581,Baixo,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1187,1187,Perfil 3,38,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Casado,4735,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1188,1188,Perfil 2,29,Não,Vendas,Pos_Graduado,Médico,Baixa,Masculino,Médio,Executivo_Vendas,Média,Divorciado,4187,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1189,1189,Perfil 3,33,Não,Vendas,Mestrado,Médico,Muito Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Divorciado,5505,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1190,1190,Perfil 1,32,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Média,Divorciado,5470,Alto,Média,Colaboradores com baixa satisfação com o trabalho
1191,1191,Perfil 2,31,Não,Vendas,Mestrado,Biologia,Baixa,Feminino,Alto,Executivo_Vendas,Muito Alta,Casado,5476,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1192,1192,Perfil 1,49,Não,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Alto,Tecnico_Lab,Baixa,Divorciado,2587,Médio,Média,Colaboradores com baixa satisfação com o trabalho
1193,1193,Perfil 1,38,Não,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Médio,Tecnico_Lab,Média,Solteiro,2440,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
1194,1194,Perfil 1,47,Não,Vendas,Mestrado,Biologia,Média,Feminino,Muito Alto,Gerente,Média,Divorciado,15972,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1195,1195,Perfil 2,49,Não,P & D,Pos_Graduado,Biologia,Alta,Masculino,Alto,Gerente,Alta,Solteiro,15379,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1196,1196,Perfil 3,41,Não,Vendas,Faculdade,Biologia,Muito Alta,Masculino,Alto,Executivo_Vendas,Alta,Solteiro,7082,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1197,1197,Perfil 1,20,Não,Vendas,Ensino_Mèdio,Biologia,Muito Alta,Masculino,Alto,Repres_Vendas,Baixa,Solteiro,2728,Baixo,Alta,Colaboradores com baixa satisfação com o trabalho
1198,1198,Perfil 3,33,Não,Vendas,Pos_Graduado,Biologia,Alta,Feminino,Alto,Executivo_Vendas,Muito Alta,Divorciado,5368,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1199,1199,Perfil 2,36,Não,P & D,Mestrado,Biologia,Baixa,Masculino,Alto,Repres_Saúde,Alta,Casado,5347,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1200,1200,Perfil 3,44,Não,RH,Pos_Graduado,Biologia,Alta,Feminino,Alto,Human Resources,Muito Alta,Divorciado,3195,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
1201,1201,Perfil 2,23,Sim,P & D,Ensino_Mèdio,Médico,Muito Alta,Masculino,Médio,Tecnico_Lab,Alta,Solteiro,3989,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1202,1202,Perfil 3,38,Não,P & D,Faculdade,Médico,Muito Alta,Feminino,Alto,Tecnico_Lab,Alta,Casado,3306,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
1203,1203,Perfil 3,53,Não,P & D,Mestrado,Médico,Média,Masculino,Muito Alto,Repres_Saúde,Muito Alta,Casado,7005,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1204,1204,Perfil 3,48,Sim,Vendas,Faculdade,Médico,Muito Alta,Feminino,Alto,Repres_Vendas,Alta,Casado,2655,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1205,1205,Perfil 1,32,Sim,P & D,Mestrado,Biologia,Muito Alta,Masculino,Alto,Tecnico_Lab,Média,Solteiro,1393,Baixo,Alta,Colaboradores com baixa satisfação com o trabalho
1206,1206,Perfil 3,26,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Solteiro,2570,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1207,1207,Perfil 2,55,Não,P & D,Pos_Graduado,Tech,Baixa,Masculino,Médio,Pesquisa_Cientifica,Média,Divorciado,3537,Muito Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1208,1208,Perfil 3,34,Não,P & D,Faculdade,Médico,Média,Masculino,Médio,Tecnico_Lab,Muito Alta,Casado,3986,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1209,1209,Perfil 3,60,Não,P & D,Mestrado,Médico,Alta,Masculino,Baixo,Repres_Saúde,Muito Alta,Divorciado,10883,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1210,1210,Perfil 1,33,Não,P & D,Pos_Graduado,Médico,Média,Masculino,Muito Alto,Tecnico_Lab,Média,Casado,2028,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1211,1211,Perfil 2,37,Não,Vendas,Mestrado,Médico,Alta,Masculino,Baixo,Executivo_Vendas,Muito Alta,Divorciado,9525,Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1212,1212,Perfil 2,34,Não,P & D,Pos_Graduado,Biologia,Média,Feminino,Médio,Pesquisa_Cientifica,Muito Alta,Casado,2929,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1213,1213,Perfil 3,23,Sim,Vendas,Pos_Graduado,Biologia,Alta,Masculino,Alto,Repres_Vendas,Muito Alta,Divorciado,2275,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
1214,1214,Perfil 3,44,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Muito Alto,Repres_Saúde,Muito Alta,Casado,7879,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
1215,1215,Perfil 3,35,Não,P & D,Mestrado,Médico,Baixa,Masculino,Médio,Pesquisa_Cientifica,Muito Alta,Solteiro,4930,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1216,1216,Perfil 3,43,Não,Vendas,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Casado,7847,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
1217,1217,Perfil 3,24,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Muito Alto,Pesquisa_Cientifica,Alta,Casado,4401,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1218,1218,Perfil 3,41,Não,Vendas,Pos_Graduado,Marketing,Muito Alta,Masculino,Alto,Executivo_Vendas,Alta,Solteiro,9241,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
1219,1219,Perfil 3,29,Não,P & D,Mestrado,Médico,Muito Alta,Feminino,Alto,Tecnico_Lab,Alta,Casado,2974,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1220,1220,Perfil 3,36,Não,Vendas,Mestrado,Biologia,Alta,Feminino,Alto,Repres_Vendas,Muito Alta,Solteiro,4502,Alto,Média,Colaboradores muito bem comprometidos com a empresa
1221,1221,Perfil 3,45,Não,P & D,Ensino_Mèdio,Biologia,Alta,Masculino,Médio,Repres_Saúde,Alta,Casado,10748,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
1222,1222,Perfil 3,24,Sim,RH,Ensino_Mèdio,Recursos_Humanos,Muito Alta,Masculino,Baixo,Human Resources,Alta,Casado,1555,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1223,1223,Perfil 2,47,Sim,Vendas,Pos_Graduado,Biologia,Alta,Masculino,Baixo,Executivo_Vendas,Alta,Casado,12936,Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1224,1224,Perfil 3,26,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Baixo,Tecnico_Lab,Alta,Casado,2305,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1225,1225,Perfil 1,45,Não,P & D,Faculdade,Tech,Muito Alta,Feminino,Médio,Diretor_Pesquisa,Média,Solteiro,16704,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1226,1226,Perfil 2,32,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Pesquisa_Cientifica,Alta,Casado,3433,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1227,1227,Perfil 3,31,Não,P & D,Mestrado,Biologia,Média,Masculino,Alto,Tecnico_Lab,Alta,Casado,3477,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1228,1228,Perfil 2,41,Não,RH,Pos_Graduado,Recursos_Humanos,Alta,Masculino,Baixo,Human Resources,Média,Casado,6430,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1229,1229,Perfil 1,40,Não,P & D,Faculdade,Biologia,Média,Feminino,Alto,Diretor_Manufatura,Baixa,Casado,6516,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
1230,1230,Perfil 1,24,Não,P & D,Ensino_Mèdio,Médico,Média,Masculino,Alto,Tecnico_Lab,Baixa,Divorciado,3907,Médio,Muito Alta,Colaboradores com baixa satisfação com o trabalho
1231,1231,Perfil 1,46,Não,P & D,Mestrado,Biologia,Alta,Masculino,Alto,Repres_Saúde,Média,Solteiro,5562,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1232,1232,Perfil 3,35,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Alto,Diretor_Manufatura,Alta,Casado,6883,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
1233,1233,Perfil 2,30,Não,P & D,Ensino_Mèdio,Biologia,Média,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Casado,2862,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1234,1234,Perfil 1,47,Não,Vendas,Mestrado,Marketing,Alta,Masculino,Alto,Executivo_Vendas,Média,Casado,4978,Muito Alto,Baixa,Colaboradores com baixa satisfação com o trabalho
1235,1235,Perfil 3,46,Não,Vendas,Pos_Graduado,Biologia,Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Divorciado,10368,Médio,Média,Colaboradores muito bem comprometidos com a empresa
1236,1236,Perfil 2,36,Sim,Vendas,Doutorado,Marketing,Média,Masculino,Médio,Executivo_Vendas,Baixa,Divorciado,6134,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1237,1237,Perfil 2,32,Sim,Vendas,Faculdade,Biologia,Baixa,Masculino,Baixo,Executivo_Vendas,Média,Solteiro,6735,Médio,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1238,1238,Perfil 2,23,Não,P & D,Ensino_Mèdio,Médico,Alta,Feminino,Alto,Tecnico_Lab,Média,Solteiro,3295,Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1239,1239,Perfil 3,31,Não,P & D,Ensino_Mèdio,Tech,Muito Alta,Feminino,Alto,Diretor_Manufatura,Muito Alta,Solteiro,5238,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
1240,1240,Perfil 3,39,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,6472,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1241,1241,Perfil 2,32,Não,Vendas,Pos_Graduado,Biologia,Muito Alta,Masculino,Baixo,Executivo_Vendas,Alta,Casado,9610,Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1242,1242,Perfil 2,40,Não,Vendas,Mestrado,Médico,Média,Masculino,Alto,Gerente,Média,Solteiro,19833,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1243,1243,Perfil 3,45,Não,RH,Pos_Graduado,Biologia,Alta,Feminino,Baixo,Human Resources,Alta,Casado,9756,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1244,1244,Perfil 1,30,Não,P & D,Mestrado,Tech,Muito Alta,Feminino,Médio,Pesquisa_Cientifica,Baixa,Solteiro,4968,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
1245,1245,Perfil 3,24,Não,RH,Pos_Graduado,Médico,Baixa,Masculino,Alto,Human Resources,Muito Alta,Casado,2145,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
1246,1246,Perfil 3,30,Sim,RH,Pos_Graduado,Recursos_Humanos,Alta,Feminino,Médio,Human Resources,Muito Alta,Divorciado,2180,Alto,Média,Colaboradores muito bem comprometidos com a empresa
1247,1247,Perfil 2,31,Não,Vendas,Pos_Graduado,Tech,Baixa,Masculino,Alto,Executivo_Vendas,Alta,Casado,8346,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1248,1248,Perfil 3,27,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,3445,Alto,Média,Colaboradores muito bem comprometidos com a empresa
1249,1249,Perfil 2,29,Sim,Vendas,Pos_Graduado,Marketing,Média,Feminino,Baixo,Repres_Vendas,Média,Solteiro,2760,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1250,1250,Perfil 3,29,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Muito Alto,Repres_Saúde,Alta,Solteiro,6294,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1251,1251,Perfil 2,30,Não,Vendas,Faculdade,Marketing,Alta,Masculino,Médio,Executivo_Vendas,Baixa,Divorciado,7140,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1252,1252,Perfil 3,34,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Muito Alto,Pesquisa_Cientifica,Muito Alta,Casado,2932,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
1253,1253,Perfil 1,33,Não,Vendas,Pos_Graduado,Marketing,Muito Alta,Feminino,Alto,Executivo_Vendas,Média,Solteiro,5147,Muito Alto,Média,Colaboradores com baixa satisfação com o trabalho
1254,1254,Perfil 3,49,Não,Vendas,Mestrado,Marketing,Muito Alta,Feminino,Alto,Executivo_Vendas,Muito Alta,Solteiro,4507,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
1255,1255,Perfil 2,33,Sim,Vendas,Pos_Graduado,Biologia,Baixa,Feminino,Alto,Executivo_Vendas,Baixa,Solteiro,8564,Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1256,1256,Perfil 2,38,Não,P & D,Faculdade,Médico,Alta,Feminino,Médio,Tecnico_Lab,Média,Casado,2468,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1257,1257,Perfil 2,31,Sim,Vendas,Mestrado,Marketing,Baixa,Masculino,Alto,Executivo_Vendas,Alta,Casado,8161,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
1258,1258,Perfil 1,29,Não,P & D,Pos_Graduado,Tech,Muito Alta,Feminino,Médio,Pesquisa_Cientifica,Baixa,Divorciado,2109,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
